,Public Food Key,Classification,Food Name,Total calories(kcal),Protein,Total Fat,Total dietary fibre,Alcohol,Total sugars,Carbohydrates,Sodium (Na),Saturated fatty acids,Monounsaturated fatty acids,Polyunsaturated fatty acids,Trans fatty acids,Cholesterol,Categories,Food Description
1388,F003220,24704,"Corn, kernels, canned in brine, drained",88.19,2.90,1.00,2.70,0.00,3.50,16.80,170.00,29.10,4.20,59.70,0.00,0.00,Sweetcorn,"Corn kernels purchased canned with added water, sugar, salt, mineral salt, then drained."
1389,F003202,24704,"Corn, kernels, purchased frozen, raw",88.43,3.00,0.90,2.50,0.00,3.00,16.80,5.00,29.10,4.20,59.70,0.00,0.00,Sweetcorn,Corn kernels purchased frozen separated from cob. Uncooked.
1390,F003201,24704,"Corn, kernels, purchased frozen, boiled, drained",101.34,3.10,0.90,3.50,0.00,2.60,19.90,8.00,29.10,4.20,59.70,0.00,0.00,Sweetcorn,"Corn kernels purchased frozen separated from cob. Boiled in unsalted water, without added fat, then drained."
1391,F003319,24705,"Cucumber, common, peeled, raw",10.76,0.40,0.10,0.60,0.00,2.10,2.10,21.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Peeled and uncooked.
1392,F003320,24705,"Cucumber, common, unpeeled, raw",9.32,0.80,0.10,1.40,0.00,1.20,1.20,10.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Unpeeled and uncooked.
1393,F003321,24705,"Cucumber, Lebanese, unpeeled, raw",10.76,0.60,0.00,0.90,0.00,1.90,2.00,12.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Unpeeled and uncooked.
1394,F003324,24705,"Cucumber, telegraph, unpeeled, raw",11.71,1.20,0.10,0.90,0.00,1.40,1.40,16.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Unpeeled and uncooked.
1395,F003509,24403,"Dill, fresh, raw",34.42,3.40,1.20,3.30,0.00,1.20,2.50,42.00,6.27,83.80,9.93,0.00,0.00,"Herbs, fresh","Fresh slender stems with fine threadlike leaves, with a distinct sweet smell and taste. Uncooked."
1396,F003761,24705,"Eggplant, unpeeled, fresh, raw",17.45,1.10,0.30,2.40,0.00,2.60,2.60,5.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A smooth, shiny deep purple-blackish skinned vegetable with a creamy white interior with many small light brown seeds dispersed through the flesh. Uncooked."
1397,F003760,24705,"Eggplant, unpeeled, fresh, grilled, no added fat",24.86,1.60,0.40,3.50,0.00,3.70,3.70,7.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A smooth, shiny deep purple-blackish skinned vegetable with a creamy white interior with many small light brown seeds dispersed through the flesh. Grilled with no added fat."
1398,F003759,24705,"Eggplant, unpeeled, fresh, baked, no added fat",20.55,1.30,0.40,2.90,0.00,3.10,3.10,6.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A smooth, shiny deep purple-blackish skinned vegetable with a creamy white interior with many small light brown seeds dispersed through the flesh. Baked with no added fat."
1399,F003784,24401,"Endive, fresh, raw",9.80,1.50,0.20,2.20,0.00,0.30,0.40,76.00,0.00,0.00,0.00,0.00,0.00,Leaf vegetables ,"A salad leaf vegetable made up of rosette of green curly leaves, darker at tips and lighter in the centre. Uncooked."
1400,F003820,24801,"Fennel, fresh, raw",18.64,1.00,0.10,1.80,0.00,3.30,3.30,38.00,0.00,0.00,0.00,0.00,0.00,Other vegetables ,"A light green coloured, short, bulbous, aniseed flavoured celery-like shoot. Its feathery green leaves are used as a herb and its seeds are used in bread, pastries, pasta and pickles. Uncooked."
1401,F003819,24801,"Fennel, fresh, boiled, drained",21.75,1.20,0.10,2.10,0.00,3.90,3.90,42.00,0.00,0.00,0.00,0.00,0.00,Other vegetables ,"A light green-coloured, short, bulbous, aniseed flavoured celery-like shoot. Boiled in unsalted water without added fat, then drained."
1402,F004193,24802,"Garlic, peeled, fresh, raw",92.50,6.10,2.80,16.90,0.00,1.50,10.20,8.00,35.00,10.00,55.00,0.00,0.00,"Onion, leek and garlic ","Bulb made up of segments called cloves, covered by a papery shell. Uncooked."
1403,F004192,24802,"Garlic, peeled, fresh, fried, no added fat",149.14,9.80,4.50,27.30,0.00,2.40,16.50,13.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ","Bulb made up of segments called cloves, covered by a papery shell. Fried without added fat."
1404,F004206,23202,"Gherkin, pickled, drained, commercial",103.73,0.40,0.30,0.90,0.00,23.60,24.40,520.00,0.00,0.00,0.00,0.00,0.00,"Vegetable-based pickles, chutneys and relishes ","Small whole cucumbers, known as gherkins, pickled in acidified brine, then drained."
1405,F004213,24302,"Ginger, peeled, fresh, raw",26.05,0.80,0.40,2.80,0.00,1.70,4.80,11.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,Thick tuberous vegetable with brown skin and pale yellow flesh. Uncooked.
1406,F004212,24302,"Ginger, peeled, fresh, fried, no added fat",31.79,1.00,0.50,3.40,0.00,2.10,5.90,13.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,Thick tuberous vegetable with brown skin and pale yellow flesh. Fried without added fat.
1407,F004781,24201,"Kale, raw",38.96,4.30,0.10,3.60,0.00,2.30,5.20,38.00,18.92,10.82,70.27,0.00,0.00,Cabbage and similar brassica vegetables ,"A vegetable with long, green to purple leaves that can be flat or crinkled."
1408,F004820,24201,"Kohlrabi, peeled, fresh, raw",32.74,3.70,0.10,3.30,0.00,4.20,4.20,16.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"A round, turnip like, purple or light green globe, with several stalks that sprout green leaves. Peeled and uncooked."
1409,F004819,24201,"Kohlrabi, peeled, fresh, boiled, drained",34.18,3.90,0.10,3.40,0.00,4.40,4.40,16.00,0.00,0.00,0.00,0.00,0.00,Cabbage and similar brassica vegetables ,"A round, turnip like, purple or light green globe, with several stalks that sprout green leaves. Peeled and boiled in unsalted water, without added fat, then drained."
1410,F005164,24802,"Leek, fresh, raw",26.53,2.10,0.40,3.10,0.00,3.70,3.70,17.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ","Long and cylindrical in shape, with thick white stalks and green fan-shaped leaves. Uncooked."
1411,F005163,24802,"Leek, fresh, fried, no added fat",32.03,2.50,0.50,3.70,0.00,4.50,4.50,20.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ","Long and cylindrical in shape, with thick white stalks and green fan-shaped leaves. Fried without added fat."
1412,F005162,24802,"Leek, fresh, boiled, drained",29.64,2.30,0.40,3.40,0.00,4.10,4.10,18.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ","Long and cylindrical in shape, with thick white stalks and green fan-shaped leaves. Boiled in unsalted water, without added fat, then drained."
1413,F005191,24401,"Lettuce, cos, raw",15.54,1.40,0.30,1.80,0.00,1.80,1.80,18.00,0.00,0.00,0.00,0.00,0.00,Leaf vegetables ,"Green, crisp, elongated leaves, tightly wrapped to form an elongated head. Uncooked."
1414,F005192,24401,"Lettuce, iceberg, raw",6.21,0.90,0.10,1.40,0.00,0.40,0.40,24.00,0.00,0.00,0.00,0.00,0.00,Leaf vegetables ,"Round in shape, with packed layers of crisp green leaves. Uncooked."
1415,F005193,24401,"Lettuce, mignonette, raw",12.43,1.30,0.30,1.40,0.00,1.10,1.10,18.00,0.00,0.00,0.00,0.00,0.00,Leaf vegetables ,"Round in shape, with curled layers of crisp leaves which vary in colour from green to deep red/purple. Uncooked."
1416,F005513,24705,"Melon, bitter, fresh, raw",4.78,0.90,0.00,3.30,0.00,0.10,0.20,3.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,Cylindrically shaped fruiting vegetables that turns orange to red in colour when ripe. The raw flesh is bitter tasting. Uncooked.
1417,F005514,24705,"Melon, hairy, fresh, raw",10.76,0.70,0.00,2.10,0.00,1.70,2.00,2.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"A long, thin, green fruiting vegetable with a smooth waxy rind covered in short fine hairs. Uncooked."
1418,F005700,24403,"Mint, fresh, raw",39.91,3.10,1.10,7.20,0.00,0.90,4.40,28.00,29.10,4.20,59.70,0.00,0.00,"Herbs, fresh","Fresh medium sized green leaves, with a distinct sweet smell and taste. Uncooked."
1419,F005813,24803,"Mixed vegetables, purchased frozen, carrot, corn & pea/bean, boiled, drained",33.46,1.80,0.30,5.90,0.00,2.70,5.90,25.00,0.00,0.00,0.00,0.00,0.00,Mixtures of two or more vegetables ,"Commercial frozen mix of vegetables that includes carrot, peas, swede, green beans and sweetcorn. Boiled in unsalted water, without added fat, then drained."
1420,F005946,24703,"Mushroom, common, fresh, raw",17.93,2.30,0.40,1.40,0.00,0.00,0.00,9.00,24.60,3.50,70.40,1.10,0.00,Mushrooms,"Cultivated mushrooms that are cream in colour with brown gills, a rounded cap and thick stem and varying in size. It includes mushrooms described as button and flat. Uncooked."
1421,F005945,24703,"Mushroom, common, fresh, fried, no added fat",31.79,4.00,0.70,2.50,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,Mushrooms,"Cultivated mushrooms that are cream in colour with brown gills, a rounded cap and thick stem. Vary in size and includes mushrooms described as button and flat. Fried without added fat."
1422,F005949,24703,"Mushroom, common, vitamin D enhanced, fresh, raw",17.93,2.30,0.40,1.40,0.00,0.00,0.00,9.00,24.60,3.50,70.40,1.10,0.00,Mushrooms,"Cultivated vitamin D enriched mushrooms that are cream in colour with brown gills, a rounded cap and thick stem. Vary in size and includes mushrooms described as button and flat. Uncooked."
1423,F005948,24703,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",31.79,4.00,0.70,2.50,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,Mushrooms,"Cultivated, vitamin D enriched mushrooms that are cream in colour with brown gills, a rounded cap and thick stem. Vary in size and includes mushrooms described as button and flat. Fried without added fat."
1424,F006195,24705,"Okra, raw",19.60,3.10,0.20,3.70,0.00,1.40,1.40,2.00,37.14,24.29,38.57,0.00,0.00,Other fruiting vegetables ,"Short, thin, green seed pod with pronounced ridges running from stem to tip. Uncooked."
1425,F006194,24705,"Okra, cooked, no added fat",21.27,3.30,0.20,4.00,0.00,1.50,1.50,2.00,0.00,0.00,0.00,0.00,0.00,Other fruiting vegetables ,"Short, thin, green seed pod with pronounced ridges running from stem to tip. Cooked without added fat."
1426,F006198,23202,"Olive, green or black, drained",200.05,2.00,20.50,2.30,0.00,0.00,1.80,1450.00,13.20,76.07,10.60,0.00,0.00,"Vegetable-based pickles, chutneys and relishes ","Pickled fruit of the olive tree, preserved in brine and/or oil, then drained."
1427,F006225,24802,"Onion, mature, brown skinned, peeled, raw",27.96,1.30,0.00,2.70,0.00,5.80,5.80,8.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ",A bulb with thin outer layers of brown skin and layers of white flesh tightly wrapped together. Edible portion includes flesh only. Uncooked.
1428,F006224,24802,"Onion, mature, brown skinned, peeled, fresh, fried, no added fat",45.17,2.10,0.00,4.40,0.00,9.40,9.40,12.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ",A bulb with thin outer layers of brown skin and layers of white flesh tightly wrapped together. Peeled and fried without added fat.
1429,F006243,24802,"Onion, mature, white skinned, peeled, fresh, raw",26.53,1.70,0.10,2.10,0.00,4.70,4.70,13.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ",A bulb with thin outer layers of white skin and layers of white flesh tightly wrapped together. Edible portion includes flesh only. Uncooked.
1430,F006242,24802,"Onion, mature, white skinned, peeled, fresh, fried, no added fat",42.30,2.70,0.20,3.30,0.00,7.50,7.50,21.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ",A bulb with thin outer layers of white skin and layers of white flesh tightly wrapped together. Peeled and fried without added fat.
1431,F006250,24802,"Onion, spring, fresh, raw",26.77,1.70,0.20,1.90,0.00,4.50,4.60,13.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ",Small white immature onion with long thin green stalks. Uncooked.
1432,F006249,24802,"Onion, spring, fresh, fried, no added fat",43.02,2.70,0.30,3.10,0.00,7.30,7.40,21.00,0.00,0.00,0.00,0.00,0.00,"Onion, leek and garlic ",Small white onion with long thin green stalks. Fried without added fat.
1433,F006321,24403,"Parsley, continental, fresh, raw",14.82,2.40,0.20,4.70,0.00,0.60,0.60,58.00,0.00,0.00,0.00,0.00,0.00,"Herbs, fresh",Long stemmed herb with large flat bright green leaves. Uncooked.
1434,F006322,24403,"Parsley, curly, fresh, raw",11.95,1.90,0.20,5.80,0.00,0.40,0.40,48.00,0.00,0.00,0.00,0.00,0.00,"Herbs, fresh",Long stemmed herb with bright green frilly leaves. Uncooked.
1435,F006328,24302,"Parsnip, peeled, fresh, raw",49.71,1.80,0.20,3.60,0.00,4.80,10.00,19.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,A white root vegetable shaped like a carrot. Peeled and uncooked.
1436,F006326,24302,"Parsnip, peeled, fresh, baked, no added fat",60.71,2.20,0.20,4.50,0.00,5.90,12.20,23.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"A white root vegetable shaped like a carrot. Peeled, chopped and baked without added fat."
1437,F006327,24302,"Parsnip, peeled, fresh, boiled, drained",53.54,1.90,0.20,3.90,0.00,5.20,10.80,19.00,0.00,0.00,0.00,0.00,0.00,Other root vegetables,"A white root vegetable shaped like a carrot. Peeled, chopped and boiled in unsalted water without added fat, then drained."
1438,F006536,24501,"Pea, green, fresh, raw",59.51,5.80,0.40,5.60,0.00,4.00,8.10,1.00,0.00,0.00,0.00,0.00,0.00,Peas and edible-podded peas ,A small round green seed. Uncooked.
1439,F006535,24501,"Pea, green, fresh, boiled, drained",48.28,4.80,0.40,5.20,0.00,2.70,6.40,1.00,0.00,0.00,0.00,0.00,0.00,Peas and edible-podded peas ,"A fresh small round green seed. Boiled in unsalted water without added fat, then drained."
1440,F006538,24501,"Pea, green, frozen, boiled, drained",49.24,5.20,0.30,6.10,0.00,2.50,6.40,3.00,0.00,0.00,0.00,0.00,0.00,Peas and edible-podded peas ,"A small round green seed, purchased commercially frozen. Boiled at home in unsalted water, without added fat, then drained."
1441,F007235,24102,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",219.65,3.80,10.10,3.00,0.00,0.00,28.20,229.00,45.74,40.04,13.23,0.90,8.00,Potato products ,"Chips made from peeled potatoes. Long and rectangular in shape, approximately 1 cm wide, deep fried in blended frying fat and salted after cooking. Purchased hot from fast food outlets."
1442,F007236,24102,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted",238.05,3.80,12.20,3.00,0.00,0.00,28.20,192.00,14.14,56.66,27.63,1.80,8.00,Potato products ,"Chips made from peeled potatoes. Long and rectangular in shape, approximately 1 cm wide, deep fried in monounsaturated frying fat and salted after cooking. Purchased hot from a fast food outlet."
1443,F007238,24102,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",232.55,3.80,11.60,3.00,0.00,0.00,28.20,180.00,27.22,42.32,28.40,0.90,8.00,Potato products ,"Chips made from peeled potatoes. Long and rectangular in shape, approximately 1 cm wide, deep fried in blended frying fat and salted after cooking. Purchased hot from an independent takeaway outlet."
1444,F007242,24102,"Potato, chips, regular, purchased frozen, baked, no added fat",250.96,4.80,5.40,4.60,0.00,0.20,44.50,60.00,13.42,48.59,36.02,0.70,0.00,Potato products ,"Potato chips, par-fried in canola oil and purchased commercially frozen. Baked at home without added fat until golden brown."
1445,F007247,24101,"Potato, coliban, peeled, raw",55.93,2.00,0.00,1.10,0.00,1.00,11.50,4.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape, with a smooth whitish skin. Peeled and uncooked."
1446,F007244,24101,"Potato, coliban, peeled, baked, no added fat",84.61,3.00,0.00,1.70,0.00,1.50,17.40,7.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape, with a smooth whitish skin. Peeled, chopped and baked without added fat."
1447,F007245,24101,"Potato, coliban, peeled, boiled, drained",52.10,1.00,0.00,2.00,0.00,0.00,11.60,10.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape with a whitish skin. Peeled and boiled in unsalted water, without added fat, then drained."
1448,F007254,24101,"Potato, desiree, peeled, raw",54.25,2.30,0.00,1.70,0.00,1.70,10.70,5.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and uncooked."
1449,F007250,24101,"Potato, desiree, peeled, baked, no added fat",81.98,3.50,0.00,2.60,0.00,2.60,16.20,8.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled, chopped and baked without added fat."
1450,F007252,24101,"Potato, desiree, peeled, boiled, drained",55.21,2.30,0.00,1.70,0.00,1.70,10.90,5.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and boiled in unsalted water, without added fat, then drained."
1451,F007308,24101,"Potato, new, peeled, raw",63.10,2.30,0.10,1.10,0.00,0.60,12.80,3.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Immature potatoes, small and round in shape with a flimsy, parchment-like skin. Peeled and uncooked."
1452,F007305,24101,"Potato, new, peeled, baked, no added fat",95.36,3.50,0.20,1.70,0.00,0.80,19.40,5.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Immature potatoes, small and round in shape with a flimsy, parchment-like skin. Peeled and baked without added fat."
1453,F007306,24101,"Potato, new, peeled, boiled, drained",62.86,2.50,0.10,2.30,0.00,0.40,12.80,3.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Immature potatoes, small and round in shape with a flimsy, parchment-like skin. Peeled and boiled in unsalted water, without added fat, then drained."
1454,F007325,24101,"Potato, pale skin, peeled, raw",55.93,2.00,0.00,1.10,0.00,1.00,11.50,4.00,0.00,0.00,0.00,0.00,0.00,Potatoes ,"Round in shape, with a smooth whitish skin. Peeled and uncooked."
